Meet 3,Q-9,Diamonds,91,276,4545,ViperBots Ouroboros,13342,Bowie Botdawgs,11549,Rhomans,5628,The Tau Manifesto,25,6,50,10,150,16,100,10,0,0,0,0
Meet 3,Q-10,Diamonds,169,151,4798,ROBUFFS Dough Boys,5764,Blue Sabers,12533,Inception,7161,ViperBots Hydra,45,14,100,0,80,6,65,10,0,0,0,0
Meet 3,Q-11,Diamonds,99,152,13342,Bowie Botdawgs,13329,Cedar Creek HS EagleBots 2,4545,ViperBots Ouroboros,13760,The Machine Toads,35,14,50,0,65,12,75,0,0,0,0,0
Meet 3,Q-12,Diamonds,287,209,6990,Static Void,5628,The Tau Manifesto,8424,Cyber Eagles,11549,Rhomans,150,27,100,0,120,24,65,10,0,0,0,0
Meet 3,Q-13,Diamonds,72,151,13329,Cedar Creek HS EagleBots 2,4545,ViperBots Ouroboros,12533,Inception,4798,ROBUFFS Dough Boys,0,2,50,0,70,16,65,20,0,0,0,0
Meet 3,Q-14,Diamonds,228,145,7161,ViperBots Hydra,11549,Rhomans,6990,Static Void,13760,The Machine Toads,110,18,100,0,65,15,65,0,0,0,0,0
Meet 3,Q-15,Diamonds,84,189,8424,Cyber Eagles,5764,Blue Sabers,5628,The Tau Manifesto,13342,Bowie Botdawgs,70,14,0,0,115,24,50,0,0,0,0,0
Meet 3,Q-1,Hearts,35,208,12928,LightSaders,7064,Techno Raiders ,11093,MegaKnytes,14902,Immortals,30,5,0,0,100,8,100,0,0,0,0,0
Meet 3,Q-2,Hearts,133,117,6210,ViperBots  Stryke,15169,Homebrew Bots,11918,Grizzly Bots,12126,Cedar Creek HS EagleBots ,110,8,15,0,30,12,75,0,0,0,0,0
Meet 3,Q-3,Hearts,111,220,7797,Victorian Voltage,15700,Cedar Creek MS EagleBots,4546,ViperBots SnakeByte,4812,ROBUFFS Rangers,30,16,65,0,80,65,75,0,0,0,0,0
Meet 3,Q-4,Hearts,61,166,15169,Homebrew Bots,11918,Grizzly Bots,7064,Techno Raiders ,11093,MegaKnytes,30,16,15,0,60,6,100,0,0,0,0,0
Meet 3,Q-5,Hearts,65,181,15700,Cedar Creek MS EagleBots,4812,ROBUFFS Rangers,6210,ViperBots  Stryke,12928,LightSaders,0,25,40,0,135,16,30,0,0,0,0,0
Meet 3,Q-6,Hearts,217,251,12126,Cedar Creek HS EagleBots ,4546,ViperBots SnakeByte,14902,Immortals,7797,Victorian Voltage,120,47,50,0,140,11,100,0,0,0,0,0
Meet 3,Q-7,Hearts,95,165,4812,ROBUFFS Rangers,12928,LightSaders,11093,MegaKnytes,15169,Homebrew Bots,30,40,25,0,55,10,100,0,0,0,0,0
Meet 3,Q-8,Hearts,218,285,7064,Techno Raiders ,6210,ViperBots  Stryke,4546,ViperBots SnakeByte,7797,Victorian Voltage,135,8,65,10,120,55,100,10,0,0,0,0
Meet 3,Q-9,Hearts,98,69,14902,Immortals,12126,Cedar Creek HS EagleBots ,15700,Cedar Creek MS EagleBots,11918,Grizzly Bots,40,8,50,0,35,4,30,0,0,0,0,0
Meet 3,Q-10,Hearts,119,281,4812,ROBUFFS Rangers,11093,MegaKnytes,4546,ViperBots SnakeByte,6210,ViperBots  Stryke,30,14,75,0,160,56,65,0,0,0,0,0
Meet 3,Q-11,Hearts,19,92,15700,Cedar Creek MS EagleBots,14902,Immortals,15169,Homebrew Bots,7064,Techno Raiders ,0,4,15,0,30,12,50,0,0,0,0,0
Meet 3,Q-12,Hearts,107,29,12126,Cedar Creek HS EagleBots ,7797,Victorian Voltage,11918,Grizzly Bots,12928,LightSaders,95,12,0,0,0,4,25,0,0,0,0,0
Meet 3,Q-13,Hearts,183,155,7064,Techno Raiders ,14902,Immortals,4812,ROBUFFS Rangers,6210,ViperBots  Stryke,125,8,50,0,80,35,40,0,0,0,0,0
Meet 3,Q-14,Hearts,175,65,7797,Victorian Voltage,11093,MegaKnytes,12126,Cedar Creek HS EagleBots ,15700,Cedar Creek MS EagleBots,110,15,50,0,40,10,15,0,0,0,0,0
Meet 3,Q-15,Hearts,194,15,11918,Grizzly Bots,4546,ViperBots SnakeByte,12928,LightSaders,15169,Homebrew Bots,70,49,75,0,0,0,15,0,0,0,0,0
Meet 3,Q-1,Spades,139,165,4290,LASA High PHidelity,8541,Blue Chargerbots,9048,Philobots,6209,ViperBots Venom,75,4,50,0,45,70,50,10,0,0,0,0
Meet 3,Q-2,Spades,141,158,3708,Iron Eagles Optimus,13400,Lockhart HS,12670,Eclipse,6710,Sigmas,30,11,100,0,95,13,50,0,0,0,0,0
Meet 3,Q-3,Spades,180,174,14404,Millennium Falcons,12596,ViperBots Copperhead,14868,The Average Savages,4027,Legacy,110,20,50,0,60,14,100,0,0,0,0,0
Meet 3,Q-4,Spades,251,310,6710,Sigmas,3708,Iron Eagles Optimus,4290,LASA High PHidelity,9048,Philobots,80,71,100,0,125,85,100,0,0,0,0,0
Meet 3,Q-5,Spades,174,180,14404,Millennium Falcons,8541,Blue Chargerbots,13400,Lockhart HS,12596,ViperBots Copperhead,65,29,50,0,95,35,50,30,0,0,0,0
Meet 3,Q-6,Spades,184,197,6209,ViperBots Venom,14868,The Average Savages,12670,Eclipse,4027,Legacy,70,14,100,0,110,37,50,0,0,0,0,0
Meet 3,Q-7,Spades,79,122,12596,ViperBots Copperhead,4290,LASA High PHidelity,3708,Iron Eagles Optimus,14404,Millennium Falcons,0,29,50,0,55,17,50,0,0,0,0,0
Meet 3,Q-8,Spades,201,207,14868,The Average Savages,12670,Eclipse,8541,Blue Chargerbots,6710,Sigmas,80,21,100,0,60,47,100,0,0,0,0,0
Meet 3,Q-9,Spades,180,146,4027,Legacy,9048,Philobots,13400,Lockhart HS,6209,ViperBots Venom,120,50,0,0,80,16,50,10,0,0,0,0
Meet 3,Q-10,Spades,315,103,3708,Iron Eagles Optimus,4290,LASA High PHidelity,8541,Blue Chargerbots,14868,The Average Savages,135,70,100,0,30,23,50,10,0,0,0,0
Meet 3,Q-11,Spades,225,223,13400,Lockhart HS,12670,Eclipse,12596,ViperBots Copperhead,9048,Philobots,80,45,100,0,100,58,65,0,0,0,0,0
Meet 3,Q-12,Spades,186,206,4027,Legacy,6209,ViperBots Venom,6710,Sigmas,14404,Millennium Falcons,55,31,100,0,120,21,65,0,0,0,0,0
Meet 3,Q-13,Spades,215,57,9048,Philobots,13400,Lockhart HS,14868,The Average Savages,4290,LASA High PHidelity,80,70,65,0,40,2,15,0,0,0,0,0
Meet 3,Q-14,Spades,154,179,8541,Blue Chargerbots,12670,Eclipse,14404,Millennium Falcons,4027,Legacy,135,19,0,0,95,34,50,0,0,0,0,0
Meet 3,Q-15,Spades,143,165,6209,ViperBots Venom,6710,Sigmas,12596,ViperBots Copperhead,3708,Iron Eagles Optimus,50,43,50,0,65,50,50,0,0,0,0,0
